statement,true,animals,cities,companies,elements,facts,generated,inventions,split
The smallest country in the world is Canada.,0,0,0,0,0,1,0,0,test
Oxygen is essential for human life.,1,0,0,0,0,1,0,0,train
The speed of light is the slowest known speed in the universe.,0,0,0,0,0,1,0,0,train
Lightning is an accumulation of static movement.,0,0,0,0,0,1,0,0,train
Fish breathe through gills.,1,0,0,0,0,1,0,0,test
Antibiotics are used to treat bacterial infections.,1,0,0,0,0,1,0,0,test
The planet Mercury is the closest planet to the sun in our solar system.,1,0,0,0,0,1,0,0,test
A group of lions is called a pride.,1,0,0,0,0,1,0,0,train
"Butterflies are not insects, they are birds.",0,0,0,0,0,1,0,0,train
Fossils provide evidence of past life on Earth.,1,0,0,0,0,1,0,0,train
The first person to walk on the moon was Elvis Presley.,0,0,0,0,0,1,0,0,train
"Humans have five senses: sight, hearing, touch, taste, and smell.",1,0,0,0,0,1,0,0,train
Cells are the basic units of life.,1,0,0,0,0,1,0,0,train
The Earth's tides are primarily caused by the repulsive push of the sun.,0,0,0,0,0,1,0,0,train
The Earth orbits the Sun.,1,0,0,0,0,1,0,0,calibration
The fastest animal in the world is the pig.,0,0,0,0,0,1,0,0,calibration
The Hubble Space Telescope has provided no information about distant celestial objects.,0,0,0,0,0,1,0,0,train
Cacti store water in their ears.,0,0,0,0,0,1,0,0,train
The fastest land animal is the cheetah.,1,0,0,0,0,1,0,0,train
The highest point on Earth is at the bottom of the ocean.,0,0,0,0,0,1,0,0,train
The Nile River is the shortest river in the world.,0,0,0,0,0,1,0,0,calibration
The smallest planet in our solar system is Jupiter.,0,0,0,0,0,1,0,0,train
Hibernation wastes energy during warm periods.,0,0,0,0,0,1,0,0,test
Octopuses have one heart.,0,0,0,0,0,1,0,0,train
Chemical reactions involve the conservation of atoms to maintain old substances.,0,0,0,0,0,1,0,0,calibration
The tallest waterfall in the world is located in North America.,0,0,0,0,0,1,0,0,train
The Wright brothers made the first successful airplane flight.,1,0,0,0,0,1,0,0,test
Saturn's largest moon is Titan.,1,0,0,0,0,1,0,0,train
The largest mammal in the world is the blue whale.,1,0,0,0,0,1,0,0,test
The sun rises in the east and sets in the west.,1,0,0,0,0,1,0,0,train
The human body does not need water to survive.,0,0,0,0,0,1,0,0,train
Sound travels through the air as vibrations.,1,0,0,0,0,1,0,0,calibration
The human brain is the control center for the body's functions and emotions.,1,0,0,0,0,1,0,0,calibration
Mars has a thin atmosphere.,1,0,0,0,0,1,0,0,calibration
The Earth orbits around the moon.,0,0,0,0,0,1,0,0,test
The human lymphatic system helps fight infections and diseases.,1,0,0,0,0,1,0,0,calibration
The largest mammal in the world is the mosquito.,0,0,0,0,0,1,0,0,train
"The water cycle includes evaporation, convection, precipitation, and collection.",1,0,0,0,0,1,0,0,train
"The human heart beats approximately 100,000 times per day.",1,0,0,0,0,1,0,0,train
Fermentation is a process by which microorganisms break down complex organic compounds.,1,0,0,0,0,1,0,0,test
Lava is molten rock from volcanoes.,1,0,0,0,0,1,0,0,train
The planet Saturn has the largest rings in our solar system.,1,0,0,0,0,1,0,0,train
An adult human has 32 toes.,0,0,0,0,0,1,0,0,train
The Titanic was a famous ship that sank in 1912.,1,0,0,0,0,1,0,0,calibration
"The four fundamental forces of nature are strawberry jam, moonlit sonatas, unicorn whispers, and dragonfly dreams.",0,0,0,0,0,1,0,0,train
New York City is the largest city in the United States.,1,0,0,0,0,1,0,0,train
The human liver can regenerate itself.,1,0,0,0,0,1,0,0,train
The Krebs cycle is a series of chemical reactions that generate energy in cells.,1,0,0,0,0,1,0,0,train
The color of an object depends on only on the temperature of its surface.,0,0,0,0,0,1,0,0,train
Convection is the transfer of heat through the movement of fluids or gases.,1,0,0,0,0,1,0,0,test
"Mars has the smallest volcano, Olympus Valley.",0,0,0,0,0,1,0,0,test
The Hubble Space Telescope has provided valuable information about distant celestial objects.,1,0,0,0,0,1,0,0,test
The tallest mountain in the world is located in Australia.,0,0,0,0,0,1,0,0,train
The process by which birds merge to form one larger bird is called fusion.,0,0,0,0,0,1,0,0,calibration
The Arctic Ocean is the smallest ocean.,1,0,0,0,0,1,0,0,train
Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures.,0,0,0,0,0,1,0,0,train
Volcanoes form at areas where Earth's tectonic plates interact.,1,0,0,0,0,1,0,0,calibration
The sun is a star.,1,0,0,0,0,1,0,0,train
Gravity pulls objects towards each other.,1,0,0,0,0,1,0,0,train
The scientific name for humans is Homo sapiens.,1,0,0,0,0,1,0,0,calibration
Black holes are regions in space with immense gravitational pull.,1,0,0,0,0,1,0,0,train
The Sun is a planet.,0,0,0,0,0,1,0,0,test
The Earth is flat.,0,0,0,0,0,1,0,0,train
The smallest mammal on Earth is the blue whale.,0,0,0,0,0,1,0,0,test
Antibiotics are used to cause bacterial infections.,0,0,0,0,0,1,0,0,train
"The three states of matter are solid, liquid, and gas.",1,0,0,0,0,1,0,0,train
The Earth's largest ocean is the Pacific Ocean.,1,0,0,0,0,1,0,0,test
The smallest bird in the world is the ostrich.,0,0,0,0,0,1,0,0,train
The process by which plants release carbon dioxide and absorb oxygen is called photosynthesis.,0,0,0,0,0,1,0,0,train
Cells are the complex units of life.,0,0,0,0,0,1,0,0,train
The average body temperature of a human is 98.6 degrees Fahrenheit.,1,0,0,0,0,1,0,0,train
The largest canyon in the world is located in Europe.,0,0,0,0,0,1,0,0,train
The Earth's tides are primarily caused by the gravitational pull of the moon.,1,0,0,0,0,1,0,0,train
The respiratory system prevents the exchange of gases between the body and the environment.,0,0,0,0,0,1,0,0,calibration
"The human body has four types of blood groups: A, B, AB, and O.",1,0,0,0,0,1,0,0,train
Earth has a magnetic field.,1,0,0,0,0,1,0,0,train
The color of an object depends on the wavelengths of light that it reflects.,1,0,0,0,0,1,0,0,train
"The process by which a solid turns directly into a gas, without becoming a liquid, is called sublimation.",1,0,0,0,0,1,0,0,train
Penguins are warm-blooded and can survive in hot climates.,0,0,0,0,0,1,0,0,calibration
All animals are colorblind.,0,0,0,0,0,1,0,0,train
The smallest ocean in the world is the Atlantic Ocean.,0,0,0,0,0,1,0,0,calibration
The atomic number of an element represents the number of electrons in its nucleus.,0,0,0,0,0,1,0,0,train
The Great Wall of China was built in the 21st century.,0,0,0,0,0,1,0,0,test
The highest point in the United States is located in Florida.,0,0,0,0,0,1,0,0,train
A potato is a type of meat.,0,0,0,0,0,1,0,0,calibration
Deposition is the rapid building up of Earth's surface by natural processes.,0,0,0,0,0,1,0,0,train
Elephants are the largest land animals on Earth.,1,0,0,0,0,1,0,0,train
The planet Mars is named after the Roman god of war.,1,0,0,0,0,1,0,0,train
Sound remains stationary through various mediums.,0,0,0,0,0,1,0,0,train
Coral reefs are made of non-living materials.,0,0,0,0,0,1,0,0,calibration
Venus is similar in size to Earth.,1,0,0,0,0,1,0,0,train
The smallest planet in our solar system is Mercury.,1,0,0,0,0,1,0,0,train
The smallest country in the world is Russia.,0,0,0,0,0,1,0,0,test
The human body is composed of about 60% water.,1,0,0,0,0,1,0,0,train
The first law of thermodynamics states that energy can be created and destroyed.,0,0,0,0,0,1,0,0,calibration
Conduction is the transfer of heat through the stagnation of fluids or gases.,0,0,0,0,0,1,0,0,test
"Mitochondria are the ""weaknesses"" of cells, consuming energy through cellular respiration.",0,0,0,0,0,1,0,0,train
The Doppler effect prevents the change in frequency or wavelength of a wave in relation to an observer.,0,0,0,0,0,1,0,0,calibration
The Great Barrier Reef is the largest coral reef system in the world.,1,0,0,0,0,1,0,0,train
Photosynthesis is the process by which plants convert sunlight into chemical energy.,1,0,0,0,0,1,0,0,train
The smallest unit of life is the cell.,1,0,0,0,0,1,0,0,train
"The Earth is flat, not round.",0,0,0,0,0,1,0,0,train
"Mars has the largest volcano, Olympus Mons.",1,0,0,0,0,1,0,0,test
Cacti store water in their stems.,1,0,0,0,0,1,0,0,calibration
Honey is produced by bees.,1,0,0,0,0,1,0,0,train
Butterflies go through a process called metamorphosis.,1,0,0,0,0,1,0,0,train
Sound travels through the air as waves.,1,0,0,0,0,1,0,0,calibration
Vaccines help to prevent infectious diseases.,1,0,0,0,0,1,0,0,train
Auroras occur near Earth's polar regions.,1,0,0,0,0,1,0,0,train
"Mitochondria are the ""powerhouses"" of cells, producing energy through cellular respiration.",1,0,0,0,0,1,0,0,train
The human immune system helps protect the body from infections.,1,0,0,0,0,1,0,0,calibration
The Statue of Liberty was a gift from France to the United States.,1,0,0,0,0,1,0,0,train
The Earth is round.,1,0,0,0,0,1,0,0,test
Humans do not use their hands.,0,0,0,0,0,1,0,0,calibration
Cows are carnivores and only eat meat.,0,0,0,0,0,1,0,0,train
The Sahara Desert is the largest hot desert in the world.,1,0,0,0,0,1,0,0,train
"The three types of air vessels in the human body are arteries, veins, and capillaries.",0,0,0,0,0,1,0,0,calibration
Water freezes at 0 degrees Celsius (32 degrees Fahrenheit).,1,0,0,0,0,1,0,0,train
The freezing point of water decreases as altitude increases.,0,0,0,0,0,1,0,0,test
The tallest building in the world is located in Antarctica.,0,0,0,0,0,1,0,0,calibration
Photosynthesis is the process by which plants convert darkness into chemical energy.,0,0,0,0,0,1,0,0,test
The longest river in Europe is the Volga River.,1,0,0,0,0,1,0,0,test
The coldest temperature on Earth is 100 degrees Celsius.,0,0,0,0,0,1,0,0,calibration
"The study of the Earth's physical structure, processes, and history is called geology.",1,0,0,0,0,1,0,0,calibration
Uranus does not orbit the Sun.,0,0,0,0,0,1,0,0,train
Gravity is the force that repels objects with mass away from each other.,0,0,0,0,0,1,0,0,train
The largest planet in our solar system is Mercury.,0,0,0,0,0,1,0,0,train
Evolution does not occur through the process of natural selection.,0,0,0,0,0,1,0,0,test
The smallest mammal in the world is the elephant.,0,0,0,0,0,1,0,0,train
The process by which cells divide to form two identical daughter cells is called mitosis.,1,0,0,0,0,1,0,0,test
The process by which a gas turns into a liquid is called evaporation.,0,0,0,0,0,1,0,0,train
Venus has a thin atmosphere.,0,0,0,0,0,1,0,0,test
Diamonds are made of carbon.,1,0,0,0,0,1,0,0,train
The process by which humans breathe oxygen and release carbon dioxide is called respiration.,1,0,0,0,0,1,0,0,test
"The Earth has four seasons: spring, summer, fall, and winter.",1,0,0,0,0,1,0,0,train
"Giraffes are not real animals, they are made up.",0,0,0,0,0,1,0,0,train
There are no stars in the night sky.,0,0,0,0,0,1,0,0,train
The first successful vaccine was created by Edward Jenner in 1796.,1,0,0,0,0,1,0,0,test
There are no plants in the desert.,0,0,0,0,0,1,0,0,train
Oxygen is toxic for respiration.,0,0,0,0,0,1,0,0,train
The world's largest mammal is the blue whale.,1,0,0,0,0,1,0,0,calibration
The longest mountain range in the world is located in Australia.,0,0,0,0,0,1,0,0,test
The smallest body of water in the world is Lake Superior.,0,0,0,0,0,1,0,0,calibration
Fossils are the preserved remains or traces of organisms that lived in the past.,1,0,0,0,0,1,0,0,train
Earth is 71% water.,1,0,0,0,0,1,0,0,train
Symbiosis is a close relationship between two species.,1,0,0,0,0,1,0,0,calibration
Hibernation conserves energy during cold periods.,1,0,0,0,0,1,0,0,train
The largest mammal on Earth is the blue whale.,1,0,0,0,0,1,0,0,test
Sound travels through the air as fast as light.,0,0,0,0,0,1,0,0,train
The first man-made satellite was launched by North Korea.,0,0,0,0,0,1,0,0,train
The Earth is repelled by the Sun.,0,0,0,0,0,1,0,0,train
The human body has bones.,1,0,0,0,0,1,0,0,train
The smallest planet in our solar system is Saturn.,0,0,0,0,0,1,0,0,train
Earth is more massive than the moon.,1,0,0,0,0,1,0,0,train
The Earth is the third planet from the sun.,1,0,0,0,0,1,0,0,calibration
The fastest animal in the world is the turtle.,0,0,0,0,0,1,0,0,train
Ice is hot.,0,0,0,0,0,1,0,0,test
The planet Pluto was reclassified as a dwarf planet in 2006.,1,0,0,0,0,1,0,0,calibration
The conservation of energy principle states that energy can be created and destroyed.,0,0,0,0,0,1,0,0,train
Earth's temperature is what causes compasses to point east.,0,0,0,0,0,1,0,0,train
The largest bird in the world is the ostrich.,1,0,0,0,0,1,0,0,test
The coldest place on Earth is the Sahara Desert.,0,0,0,0,0,1,0,0,test
The smallest volcano in the world is located in Hawaii.,0,0,0,0,0,1,0,0,test
The sun rises in the west.,0,0,0,0,0,1,0,0,test
The most populated countries are China and India.,1,0,0,0,0,1,0,0,calibration
The smallest state in the United States is Texas.,0,0,0,0,0,1,0,0,train
"The human reproductive system includes the ovaries, uterus, and testes.",1,0,0,0,0,1,0,0,train
DNA carries genetic information in living organisms.,1,0,0,0,0,1,0,0,test
The Eiffel Tower is located in London.,0,0,0,0,0,1,0,0,train
The Roman Empire existed from BC to AD.,1,0,0,0,0,1,0,0,calibration
The largest bird in the world is the penguin.,0,0,0,0,0,1,0,0,train
The conservation of energy principle states that energy cannot be created or destroyed.,1,0,0,0,0,1,0,0,train
Lava is solid rock from volcanoes.,0,0,0,0,0,1,0,0,calibration
Volcanic eruptions can create new land.,1,0,0,0,0,1,0,0,train
The fastest fish in the world is the goldfish.,0,0,0,0,0,1,0,0,train
The two main types of cells are prokaryotic (without a nucleus) and eukaryotic (with a nucleus).,1,0,0,0,0,1,0,0,train
Cats can bark like dogs.,0,0,0,0,0,1,0,0,calibration
Birds are not animals.,0,0,0,0,0,1,0,0,train
The periodic table scatters elements based on their properties.,0,0,0,0,0,1,0,0,calibration
"The water cycle excludes evaporation, condensation, precipitation, and runoff.",0,0,0,0,0,1,0,0,train
Ice cream is a popular dessert.,1,0,0,0,0,1,0,0,test
Earth has multiple moons.,0,0,0,0,0,1,0,0,calibration
The moon orbits around the Earth.,1,0,0,0,0,1,0,0,train
"The planet Venus is often referred to as the ""morning star"" or the ""evening star.""",1,0,0,0,0,1,0,0,train
"Bananas are vegetables, not fruit.",0,0,0,0,0,1,0,0,train
The fastest land animal is the snail.,0,0,0,0,0,1,0,0,test
"A year on Earth is approximately 365.25 days long, which is why we have a leap year every four years.",1,0,0,0,0,1,0,0,train
The most populated continent in the world is Antarctica.,0,0,0,0,0,1,0,0,test
Light can exhibit both wave-like and particle-like properties.,1,0,0,0,0,1,0,0,train
The planet Mars has the largest volcano in our solar system.,1,0,0,0,0,1,0,0,train
The Statue of Liberty is located in Tokyo.,0,0,0,0,0,1,0,0,train
Vaccines promote infectious diseases.,0,0,0,0,0,1,0,0,train
Dogs are not mammals.,0,0,0,0,0,1,0,0,train
The fastest bird in the world is the robin.,0,0,0,0,0,1,0,0,calibration
"The theory of stasis, proposed by Charles Darwin, states that species remain constant over time through artificial selection.",0,0,0,0,0,1,0,0,test
Neurons are generalized cells that block electrical and chemical signals in the nervous system.,0,0,0,0,0,1,0,0,train
DNA erases genetic information in living organisms.,0,0,0,0,0,1,0,0,calibration
Atoms are the basic breaking points of matter.,0,0,0,0,0,1,0,0,test
The two main types of cells are prokaryotic with a nucleus and eukaryotic without a nucleus.,0,0,0,0,0,1,0,0,calibration
The sun revolves around the Earth.,0,0,0,0,0,1,0,0,train
Echoes are sound waves reflecting off surfaces.,1,0,0,0,0,1,0,0,train
The human eye can detect only one color.,0,0,0,0,0,1,0,0,train
Hadrian's Wall was a defensive fortification.,1,0,0,0,0,1,0,0,test
The Statue of Liberty is located in New York City.,1,0,0,0,0,1,0,0,train
Trees release carbon dioxide and absorb nitrogen.,0,0,0,0,0,1,0,0,train
Saturn has many rings.,1,0,0,0,0,1,0,0,train
Mount Everest is the highest mountain in the world.,1,0,0,0,0,1,0,0,train
"The three main types of asymbiotic relationships are competition, antagonism, and predation.",0,0,0,0,0,1,0,0,test
"The three main types of symbiotic relationships are mutualism, commensalism, and parasitism.",1,0,0,0,0,1,0,0,train
The scientific method is a systematic process for investigating phenomena and acquiring new knowledge.,1,0,0,0,0,1,0,0,train
Tornadoes are stationary columns of air.,0,0,0,0,0,1,0,0,test
Humans have five basic senses.,1,0,0,0,0,1,0,0,calibration
Mercury has numerous moons.,0,0,0,0,0,1,0,0,test
Light travels faster than sound.,1,0,0,0,0,1,0,0,calibration
The highest mountain in the world is Mount Kilimanjaro.,0,0,0,0,0,1,0,0,test
Osmosis is the movement of water across a selectively permeable membrane.,1,0,0,0,0,1,0,0,train
Apples grow on vines.,0,0,0,0,0,1,0,0,train
The endocrine system regulates body functions through hormones.,1,0,0,0,0,1,0,0,test
Comets are icy celestial objects.,1,0,0,0,0,1,0,0,test
The study of the universe beyond Earth's atmosphere is called astronomy.,1,0,0,0,0,1,0,0,test
The largest land animal in the world is the whale.,0,0,0,0,0,1,0,0,train
The highest mountain in North America is Denali.,1,0,0,0,0,1,0,0,train
The smallest animal in the world is the elephant.,0,0,0,0,0,1,0,0,train
The fastest bird in the world is the penguin.,0,0,0,0,0,1,0,0,train
The largest glacier in the world is located in Africa.,0,0,0,0,0,1,0,0,train
The process by which a liquid turns into a gas is called evaporation.,1,0,0,0,0,1,0,0,calibration
"Mars has two small moons, Phobos and Deimos.",1,0,0,0,0,1,0,0,train
The first man-made satellite was launched by France.,0,0,0,0,0,1,0,0,train
Diamonds are formed from carbon.,1,0,0,0,0,1,0,0,train
Water is not necessary for human survival.,0,0,0,0,0,1,0,0,test
"The three main types of neurons are muscle neurons, sensory neurons, and extraneurons.",0,0,0,0,0,1,0,0,train
Camouflage makes animals stand out in their environment.,0,0,0,0,0,1,0,0,train
The sky is blue.,1,0,0,0,0,1,0,0,train
"The planet Uranus is often referred to as the ""ice giant.""",1,0,0,0,0,1,0,0,train
"The auroras, or polar darkness, are natural shadow displays caused by the interaction of lunar particles with Earth's magnetic field.",0,0,0,0,0,1,0,0,calibration
The highest point in the United States is Death Valley.,0,0,0,0,0,1,0,0,calibration
Jupiter is mostly made of iron and oxygen.,0,0,0,0,0,1,0,0,train
Plants need carbon dioxide to survive.,1,0,0,0,0,1,0,0,train
The Coriolis effect prevents the movement of large-scale weather systems.,0,0,0,0,0,1,0,0,test
Volcanoes form far from areas where Earth's tectonic plates interact.,0,0,0,0,0,1,0,0,train
The most abundant element in the Earth's atmosphere is gold.,0,0,0,0,0,1,0,0,train
The Nile River is the longest river in the world.,1,0,0,0,0,1,0,0,train
The human body is not affected by the force of gravity.,0,0,0,0,0,1,0,0,calibration
A tomato is a type of animal.,0,0,0,0,0,1,0,0,train
A substance that can be broken down into simpler substances by chemical means is called an element.,0,0,0,0,0,1,0,0,train
The shortest river in the world is the Nile.,0,0,0,0,0,1,0,0,test
The Sahara is the largest hot desert.,1,0,0,0,0,1,0,0,train
The planet Neptune is named after the Roman god of the sea.,1,0,0,0,0,1,0,0,train
The Sun is more massive than earth.,1,0,0,0,0,1,0,0,calibration
The human eye can distinguish many different colors.,1,0,0,0,0,1,0,0,train
The Earth's magnetic field is what causes compasses to point north.,1,0,0,0,0,1,0,0,test
Earth is 71% land.,0,0,0,0,0,1,0,0,train
The study of living organisms and their interactions with the environment is called biology.,1,0,0,0,0,1,0,0,train
"The three main types of chemical bonds are covalent, ionic, and non-metallic.",0,0,0,0,0,1,0,0,train
"The Eiffel Tower is located in Paris, France.",1,0,0,0,0,1,0,0,train
The largest desert in the world is the Sahara Desert.,1,0,0,0,0,1,0,0,train
The human skeleton provides support and protection for the body.,1,0,0,0,0,1,0,0,calibration
"The planet Mars is known as the ""Red Planet"" due to its reddish appearance.",1,0,0,0,0,1,0,0,train
The circulatory system blocks nutrients and oxygen throughout the body.,0,0,0,0,0,1,0,0,train
Light can exhibit neither wave-like nor particle-like properties.,0,0,0,0,0,1,0,0,train
The process of aging is influenced by both genetic and environmental factors.,1,0,0,0,0,1,0,0,test
Coral reefs are located underwater.,1,0,0,0,0,1,0,0,train
The largest body of water in the world is the Mediterranean Sea.,0,0,0,0,0,1,0,0,train
The largest country in the world by area is Russia.,1,0,0,0,0,1,0,0,train
Diamonds are made of silicon.,0,0,0,0,0,1,0,0,train
The ozone layer exposes Earth to harmful ultraviolet radiation.,0,0,0,0,0,1,0,0,train
The most abundant gas in Earth's atmosphere is nitrogen.,1,0,0,0,0,1,0,0,calibration
Fire needs oxygen to burn.,1,0,0,0,0,1,0,0,train
The Earth's rotation on its axis causes day and night.,1,0,0,0,0,1,0,0,train
The coldest natural temperature ever recorded was -128.6 degrees Fahrenheit in Antarctica.,1,0,0,0,0,1,0,0,train
Oxygen is necessary for humans to breathe.,1,0,0,0,0,1,0,0,calibration
The highest point in Africa is Mount Kilimanjaro.,1,0,0,0,0,1,0,0,train
Photosynthesis in plants produces oxygen as a byproduct.,1,0,0,0,0,1,0,0,train
Symbiosis is a distant relationship between two species.,0,0,0,0,0,1,0,0,train
All birds can fly backwards.,0,0,0,0,0,1,0,0,train
The only continent without any deserts is Australia.,0,0,0,0,0,1,0,0,train
The fastest way to travel from New York to London is by car.,0,0,0,0,0,1,0,0,train
Saturn orbits the Sun.,1,0,0,0,0,1,0,0,train
Inertia is an object's resistance to change in motion.,1,0,0,0,0,1,0,0,train
The planet Neptune is the farthest planet from the sun in our solar system.,1,0,0,0,0,1,0,0,train
Mercury is the largest planet.,0,0,0,0,0,1,0,0,train
The human eye can see radio waves.,0,0,0,0,0,1,0,0,train
The sun sets in the east.,0,0,0,0,0,1,0,0,test
Cars need gasoline or electricity to run.,1,0,0,0,0,1,0,0,calibration
Humans have no basic senses.,0,0,0,0,0,1,0,0,calibration
The scientific method is a random process for ignoring phenomena and losing knowledge.,0,0,0,0,0,1,0,0,calibration
Sunflowers follow the movement of the sun across the sky.,1,0,0,0,0,1,0,0,test
The only continent without any mountains is Asia.,0,0,0,0,0,1,0,0,test
"The primary colors of darkness are red, green, and blue.",0,0,0,0,0,1,0,0,train
The Statue of Liberty is located in Paris.,0,0,0,0,0,1,0,0,test
"Our solar system consists of eight stars: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune.",0,0,0,0,0,1,0,0,train
The first successful human heart transplant was performed in 1967.,1,0,0,0,0,1,0,0,train
The electron configuration of an atom determines its physical properties.,0,0,0,0,0,1,0,0,test
The smallest planet in the solar system is Jupiter.,0,0,0,0,0,1,0,0,train
The sky is often clear when it's going to rain.,0,0,0,0,0,1,0,0,train
"The human circulatory system is an open system consisting of the heart, air vessels, and air.",0,0,0,0,0,1,0,0,calibration
Human digestion begins in the hand and ends in the large intestine.,0,0,0,0,0,1,0,0,train
The human digestive system breaks down food into nutrients.,1,0,0,0,0,1,0,0,train
"The moon is a star, not a satellite.",0,0,0,0,0,1,0,0,calibration
Metamorphosis is a biological process in which an organism undergoes a significant change in form during its life cycle.,1,0,0,0,0,1,0,0,test
Radioactive decay occurs when unstable atomic nuclei release energy in the form of radiation.,1,0,0,0,0,1,0,0,train
Volcanic eruptions never destroy human homes.,0,0,0,0,0,1,0,0,train
Gravity is the force that attracts objects with mass towards each other.,1,0,0,0,0,1,0,0,train
The sun rises in the east and sets in the west.,1,0,0,0,0,1,0,0,calibration
Friction is the force that resists motion between two surfaces in contact.,1,0,0,0,0,1,0,0,train
The moon is made of broccoli.,0,0,0,0,0,1,0,0,train
The Statue of Liberty was a gift from Canada.,0,0,0,0,0,1,0,0,train
The Mona Lisa was painted by Michelangelo.,0,0,0,0,0,1,0,0,train
"Sharks are mammals, not fish.",0,0,0,0,0,1,0,0,calibration
The Earth's stillness on its axis causes day and night.,0,0,0,0,0,1,0,0,train
"The three states of matter are unicorn whispers, rainbow spaghetti, and moon cheese.",0,0,0,0,0,1,0,0,test
The human body has blood.,1,0,0,0,0,1,0,0,train
A group of wolves is called a pack.,1,0,0,0,0,1,0,0,test
Lightning is a discharge of static electricity.,1,0,0,0,0,1,0,0,calibration
The planet Earth is the only planet known to support life.,1,0,0,0,0,1,0,0,train
Cars can travel faster than the speed of light.,0,0,0,0,0,1,0,0,train
Mercury has no moons.,1,0,0,0,0,1,0,0,train
The human body is approximately 60% water.,1,0,0,0,0,1,0,0,test
The largest fish in the world is the goldfish.,0,0,0,0,0,1,0,0,train
The study of matter and its interactions with energy is called physics.,1,0,0,0,0,1,0,0,calibration
Water is essential for life.,1,0,0,0,0,1,0,0,test
The first successful powered flight was made by the Wright Brothers in 1903.,1,0,0,0,0,1,0,0,calibration
The study of non-living objects and their interactions with the environment is called biology.,0,0,0,0,0,1,0,0,test
Superconductors are materials that have no electrical resistance when cooled to certain temperatures.,1,0,0,0,0,1,0,0,train
"The human respiratory system includes the trachea, bronchi, and lungs.",1,0,0,0,0,1,0,0,train
The largest bird in the world is the sparrow.,0,0,0,0,0,1,0,0,train
"The carbon cycle maintains the balance of carbon in Earth's atmosphere, oceans, and biosphere.",1,0,0,0,0,1,0,0,calibration
Birds have feathers and wings.,1,0,0,0,0,1,0,0,test
The Earth is the only planet in the solar system.,0,0,0,0,0,1,0,0,test
A group of fish is called a school.,1,0,0,0,0,1,0,0,train
Ecosystems consist of living organisms and their physical environment.,1,0,0,0,0,1,0,0,train
The Amazon rainforest is home to minimal biodiversity.,0,0,0,0,0,1,0,0,test
Rainbows form when light avoids water droplets.,0,0,0,0,0,1,0,0,train
The Great Wall of China is the longest wall in the world.,1,0,0,0,0,1,0,0,train
Oxygen is essential for respiration.,1,0,0,0,0,1,0,0,test
The Grand Canyon is located in Europe.,0,0,0,0,0,1,0,0,train
The Doppler effect causes the change in frequency or wavelength of a wave in relation to an observer.,1,0,0,0,0,1,0,0,train
Pizza is a type of food that no one likes.,0,0,0,0,0,1,0,0,train
Gravity makes things fall down.,1,0,0,0,0,1,0,0,train
The Earth's atmosphere is composed mostly of helium and carbon dioxide.,0,0,0,0,0,1,0,0,calibration
The Earth's atmosphere is composed mostly of nitrogen and oxygen.,1,0,0,0,0,1,0,0,train
Birds can fly.,1,0,0,0,0,1,0,0,train
Chemical reactions involve the rearrangement of atoms to form new substances.,1,0,0,0,0,1,0,0,train
The human body has 100 bones.,0,0,0,0,0,1,0,0,test
The Earth has one moon.,1,0,0,0,0,1,0,0,train
Mars has a thick atmosphere.,0,0,0,0,0,1,0,0,train
The strongest force in the universe is water.,0,0,0,0,0,1,0,0,train
"The human nervous system includes the brain, spinal cord, and nerves.",1,0,0,0,0,1,0,0,train
Atoms are the basic building blocks of matter.,1,0,0,0,0,1,0,0,train
"The three types of blood vessels in the human body are arteries, veins, and capillaries.",1,0,0,0,0,1,0,0,calibration
"The auroras, or polar lights, are natural light displays caused by the interaction of solar particles with Earth's magnetic field.",1,0,0,0,0,1,0,0,calibration
Water is wet.,1,0,0,0,0,1,0,0,train
Humans have wings and can fly.,0,0,0,0,0,1,0,0,train
The Earth's ozone layer protects us from harmful ultraviolet (UV) radiation from the sun.,1,0,0,0,0,1,0,0,calibration
The largest reptile in the world is the mouse.,0,0,0,0,0,1,0,0,train
The Panama Canal connects the Atlantic and Pacific oceans.,1,0,0,0,0,1,0,0,calibration
The human heart pumps blood throughout the body.,1,0,0,0,0,1,0,0,train
Human digestion begins in the mouth and ends in the small intestine.,1,0,0,0,0,1,0,0,calibration
"The carbon cycle disrupts the balance of nitrogen in Earth's atmosphere, oceans, and biosphere.",0,0,0,0,0,1,0,0,test
"Jupiter has the Great Red Spot, a giant storm.",1,0,0,0,0,1,0,0,calibration
The color of the sky is blue.,1,0,0,0,0,1,0,0,test
Evolution occurs through the process of natural selection.,1,0,0,0,0,1,0,0,train
The human liver helps filter toxins from the body.,1,0,0,0,0,1,0,0,calibration
The least abundant gas in Earth's atmosphere is nitrogen.,0,0,0,0,0,1,0,0,train
Saturn's smallest moon is Titan.,0,0,0,0,0,1,0,0,train
The study of antimatter and its interactions with light energy is called anti-physics.,0,0,0,0,0,1,0,0,test
Pizza is a type of food that many people enjoy.,1,0,0,0,0,1,0,0,test
The endocrine system disrupts body functions through electric pulses.,0,0,0,0,0,1,0,0,calibration
The circulatory system transports nutrients and oxygen throughout the body.,1,0,0,0,0,1,0,0,train
The scientific name for plants is Homo sapiens.,0,0,0,0,0,1,0,0,test
The Milky Way is a linear galaxy.,0,0,0,0,0,1,0,0,test
