statement,true,animals,cities,companies,elements,facts,generated,inventions,split
"The water cycle includes evaporation, convection, precipitation, and collection.",1,0,0,0,0,1,0,0,train
"The human heart beats approximately 100,000 times per day.",1,0,0,0,0,1,0,0,train
Lava is molten rock from volcanoes.,1,0,0,0,0,1,0,0,train
The planet Saturn has the largest rings in our solar system.,1,0,0,0,0,1,0,0,train
An adult human has 32 toes.,0,0,0,0,0,1,0,0,train
"The four fundamental forces of nature are strawberry jam, moonlit sonatas, unicorn whispers, and dragonfly dreams.",0,0,0,0,0,1,0,0,train
New York City is the largest city in the United States.,1,0,0,0,0,1,0,0,train
The human liver can regenerate itself.,1,0,0,0,0,1,0,0,train
The Krebs cycle is a series of chemical reactions that generate energy in cells.,1,0,0,0,0,1,0,0,train
The color of an object depends on only on the temperature of its surface.,0,0,0,0,0,1,0,0,train
The tallest mountain in the world is located in Australia.,0,0,0,0,0,1,0,0,train
The Arctic Ocean is the smallest ocean.,1,0,0,0,0,1,0,0,train
Superconductors are materials that have infinite electrical resistance when cooled to certain temperatures.,0,0,0,0,0,1,0,0,train
The sun is a star.,1,0,0,0,0,1,0,0,train
Gravity pulls objects towards each other.,1,0,0,0,0,1,0,0,train
Black holes are regions in space with immense gravitational pull.,1,0,0,0,0,1,0,0,train
The Earth is flat.,0,0,0,0,0,1,0,0,train
Antibiotics are used to cause bacterial infections.,0,0,0,0,0,1,0,0,train
"The three states of matter are solid, liquid, and gas.",1,0,0,0,0,1,0,0,train
The smallest bird in the world is the ostrich.,0,0,0,0,0,1,0,0,train
The process by which plants release carbon dioxide and absorb oxygen is called photosynthesis.,0,0,0,0,0,1,0,0,train
Cells are the complex units of life.,0,0,0,0,0,1,0,0,train
The average body temperature of a human is 98.6 degrees Fahrenheit.,1,0,0,0,0,1,0,0,train
The largest canyon in the world is located in Europe.,0,0,0,0,0,1,0,0,train
The Earth's tides are primarily caused by the gravitational pull of the moon.,1,0,0,0,0,1,0,0,train
"The human body has four types of blood groups: A, B, AB, and O.",1,0,0,0,0,1,0,0,train
Earth has a magnetic field.,1,0,0,0,0,1,0,0,train
The color of an object depends on the wavelengths of light that it reflects.,1,0,0,0,0,1,0,0,train
"The process by which a solid turns directly into a gas, without becoming a liquid, is called sublimation.",1,0,0,0,0,1,0,0,train
All animals are colorblind.,0,0,0,0,0,1,0,0,train
The atomic number of an element represents the number of electrons in its nucleus.,0,0,0,0,0,1,0,0,train
The highest point in the United States is located in Florida.,0,0,0,0,0,1,0,0,train
Deposition is the rapid building up of Earth's surface by natural processes.,0,0,0,0,0,1,0,0,train
Elephants are the largest land animals on Earth.,1,0,0,0,0,1,0,0,train
The planet Mars is named after the Roman god of war.,1,0,0,0,0,1,0,0,train
Sound remains stationary through various mediums.,0,0,0,0,0,1,0,0,train
Venus is similar in size to Earth.,1,0,0,0,0,1,0,0,train
The smallest planet in our solar system is Mercury.,1,0,0,0,0,1,0,0,train
The human body is composed of about 60% water.,1,0,0,0,0,1,0,0,train
"Mitochondria are the ""weaknesses"" of cells, consuming energy through cellular respiration.",0,0,0,0,0,1,0,0,train
The Great Barrier Reef is the largest coral reef system in the world.,1,0,0,0,0,1,0,0,train
Photosynthesis is the process by which plants convert sunlight into chemical energy.,1,0,0,0,0,1,0,0,train
The smallest unit of life is the cell.,1,0,0,0,0,1,0,0,train
"The Earth is flat, not round.",0,0,0,0,0,1,0,0,train
Honey is produced by bees.,1,0,0,0,0,1,0,0,train
Butterflies go through a process called metamorphosis.,1,0,0,0,0,1,0,0,train
Vaccines help to prevent infectious diseases.,1,0,0,0,0,1,0,0,train
Auroras occur near Earth's polar regions.,1,0,0,0,0,1,0,0,train
"Mitochondria are the ""powerhouses"" of cells, producing energy through cellular respiration.",1,0,0,0,0,1,0,0,train
The Statue of Liberty was a gift from France to the United States.,1,0,0,0,0,1,0,0,train
Cows are carnivores and only eat meat.,0,0,0,0,0,1,0,0,train
The Sahara Desert is the largest hot desert in the world.,1,0,0,0,0,1,0,0,train
Water freezes at 0 degrees Celsius (32 degrees Fahrenheit).,1,0,0,0,0,1,0,0,train
Uranus does not orbit the Sun.,0,0,0,0,0,1,0,0,train
Gravity is the force that repels objects with mass away from each other.,0,0,0,0,0,1,0,0,train
The largest planet in our solar system is Mercury.,0,0,0,0,0,1,0,0,train
The smallest mammal in the world is the elephant.,0,0,0,0,0,1,0,0,train
The process by which a gas turns into a liquid is called evaporation.,0,0,0,0,0,1,0,0,train
Diamonds are made of carbon.,1,0,0,0,0,1,0,0,train
"The Earth has four seasons: spring, summer, fall, and winter.",1,0,0,0,0,1,0,0,train
"Giraffes are not real animals, they are made up.",0,0,0,0,0,1,0,0,train
There are no stars in the night sky.,0,0,0,0,0,1,0,0,train
There are no plants in the desert.,0,0,0,0,0,1,0,0,train
Oxygen is toxic for respiration.,0,0,0,0,0,1,0,0,train
Fossils are the preserved remains or traces of organisms that lived in the past.,1,0,0,0,0,1,0,0,train
Earth is 71% water.,1,0,0,0,0,1,0,0,train
Hibernation conserves energy during cold periods.,1,0,0,0,0,1,0,0,train
Sound travels through the air as fast as light.,0,0,0,0,0,1,0,0,train
The first man-made satellite was launched by North Korea.,0,0,0,0,0,1,0,0,train
The Earth is repelled by the Sun.,0,0,0,0,0,1,0,0,train
The human body has bones.,1,0,0,0,0,1,0,0,train
The smallest planet in our solar system is Saturn.,0,0,0,0,0,1,0,0,train
Earth is more massive than the moon.,1,0,0,0,0,1,0,0,train
The fastest animal in the world is the turtle.,0,0,0,0,0,1,0,0,train
The conservation of energy principle states that energy can be created and destroyed.,0,0,0,0,0,1,0,0,train
Earth's temperature is what causes compasses to point east.,0,0,0,0,0,1,0,0,train
The smallest state in the United States is Texas.,0,0,0,0,0,1,0,0,train
"The human reproductive system includes the ovaries, uterus, and testes.",1,0,0,0,0,1,0,0,train
The Eiffel Tower is located in London.,0,0,0,0,0,1,0,0,train
The largest bird in the world is the penguin.,0,0,0,0,0,1,0,0,train
The conservation of energy principle states that energy cannot be created or destroyed.,1,0,0,0,0,1,0,0,train
Volcanic eruptions can create new land.,1,0,0,0,0,1,0,0,train
The fastest fish in the world is the goldfish.,0,0,0,0,0,1,0,0,train
The two main types of cells are prokaryotic (without a nucleus) and eukaryotic (with a nucleus).,1,0,0,0,0,1,0,0,train
Birds are not animals.,0,0,0,0,0,1,0,0,train
"The water cycle excludes evaporation, condensation, precipitation, and runoff.",0,0,0,0,0,1,0,0,train
The moon orbits around the Earth.,1,0,0,0,0,1,0,0,train
"The planet Venus is often referred to as the ""morning star"" or the ""evening star.""",1,0,0,0,0,1,0,0,train
"Bananas are vegetables, not fruit.",0,0,0,0,0,1,0,0,train
"A year on Earth is approximately 365.25 days long, which is why we have a leap year every four years.",1,0,0,0,0,1,0,0,train
Light can exhibit both wave-like and particle-like properties.,1,0,0,0,0,1,0,0,train
The planet Mars has the largest volcano in our solar system.,1,0,0,0,0,1,0,0,train
The Statue of Liberty is located in Tokyo.,0,0,0,0,0,1,0,0,train
Vaccines promote infectious diseases.,0,0,0,0,0,1,0,0,train
Dogs are not mammals.,0,0,0,0,0,1,0,0,train
Neurons are generalized cells that block electrical and chemical signals in the nervous system.,0,0,0,0,0,1,0,0,train
The sun revolves around the Earth.,0,0,0,0,0,1,0,0,train
Echoes are sound waves reflecting off surfaces.,1,0,0,0,0,1,0,0,train
The human eye can detect only one color.,0,0,0,0,0,1,0,0,train
The Statue of Liberty is located in New York City.,1,0,0,0,0,1,0,0,train
Trees release carbon dioxide and absorb nitrogen.,0,0,0,0,0,1,0,0,train
Saturn has many rings.,1,0,0,0,0,1,0,0,train
Mount Everest is the highest mountain in the world.,1,0,0,0,0,1,0,0,train
"The three main types of symbiotic relationships are mutualism, commensalism, and parasitism.",1,0,0,0,0,1,0,0,train
The scientific method is a systematic process for investigating phenomena and acquiring new knowledge.,1,0,0,0,0,1,0,0,train
Osmosis is the movement of water across a selectively permeable membrane.,1,0,0,0,0,1,0,0,train
Apples grow on vines.,0,0,0,0,0,1,0,0,train
The largest land animal in the world is the whale.,0,0,0,0,0,1,0,0,train
The highest mountain in North America is Denali.,1,0,0,0,0,1,0,0,train
The smallest animal in the world is the elephant.,0,0,0,0,0,1,0,0,train
The fastest bird in the world is the penguin.,0,0,0,0,0,1,0,0,train
The largest glacier in the world is located in Africa.,0,0,0,0,0,1,0,0,train
"Mars has two small moons, Phobos and Deimos.",1,0,0,0,0,1,0,0,train
The first man-made satellite was launched by France.,0,0,0,0,0,1,0,0,train
Diamonds are formed from carbon.,1,0,0,0,0,1,0,0,train
"The three main types of neurons are muscle neurons, sensory neurons, and extraneurons.",0,0,0,0,0,1,0,0,train
Camouflage makes animals stand out in their environment.,0,0,0,0,0,1,0,0,train
The sky is blue.,1,0,0,0,0,1,0,0,train
"The planet Uranus is often referred to as the ""ice giant.""",1,0,0,0,0,1,0,0,train
Jupiter is mostly made of iron and oxygen.,0,0,0,0,0,1,0,0,train
Plants need carbon dioxide to survive.,1,0,0,0,0,1,0,0,train
Volcanoes form far from areas where Earth's tectonic plates interact.,0,0,0,0,0,1,0,0,train
The most abundant element in the Earth's atmosphere is gold.,0,0,0,0,0,1,0,0,train
The Nile River is the longest river in the world.,1,0,0,0,0,1,0,0,train
A tomato is a type of animal.,0,0,0,0,0,1,0,0,train
A substance that can be broken down into simpler substances by chemical means is called an element.,0,0,0,0,0,1,0,0,train
The Sahara is the largest hot desert.,1,0,0,0,0,1,0,0,train
The planet Neptune is named after the Roman god of the sea.,1,0,0,0,0,1,0,0,train
The human eye can distinguish many different colors.,1,0,0,0,0,1,0,0,train
Earth is 71% land.,0,0,0,0,0,1,0,0,train
The study of living organisms and their interactions with the environment is called biology.,1,0,0,0,0,1,0,0,train
"The three main types of chemical bonds are covalent, ionic, and non-metallic.",0,0,0,0,0,1,0,0,train
"The Eiffel Tower is located in Paris, France.",1,0,0,0,0,1,0,0,train
The largest desert in the world is the Sahara Desert.,1,0,0,0,0,1,0,0,train
"The planet Mars is known as the ""Red Planet"" due to its reddish appearance.",1,0,0,0,0,1,0,0,train
The circulatory system blocks nutrients and oxygen throughout the body.,0,0,0,0,0,1,0,0,train
Light can exhibit neither wave-like nor particle-like properties.,0,0,0,0,0,1,0,0,train
Coral reefs are located underwater.,1,0,0,0,0,1,0,0,train
The largest body of water in the world is the Mediterranean Sea.,0,0,0,0,0,1,0,0,train
The largest country in the world by area is Russia.,1,0,0,0,0,1,0,0,train
Diamonds are made of silicon.,0,0,0,0,0,1,0,0,train
The ozone layer exposes Earth to harmful ultraviolet radiation.,0,0,0,0,0,1,0,0,train
Fire needs oxygen to burn.,1,0,0,0,0,1,0,0,train
The Earth's rotation on its axis causes day and night.,1,0,0,0,0,1,0,0,train
The coldest natural temperature ever recorded was -128.6 degrees Fahrenheit in Antarctica.,1,0,0,0,0,1,0,0,train
The highest point in Africa is Mount Kilimanjaro.,1,0,0,0,0,1,0,0,train
Photosynthesis in plants produces oxygen as a byproduct.,1,0,0,0,0,1,0,0,train
Symbiosis is a distant relationship between two species.,0,0,0,0,0,1,0,0,train
All birds can fly backwards.,0,0,0,0,0,1,0,0,train
The only continent without any deserts is Australia.,0,0,0,0,0,1,0,0,train
The fastest way to travel from New York to London is by car.,0,0,0,0,0,1,0,0,train
Saturn orbits the Sun.,1,0,0,0,0,1,0,0,train
Inertia is an object's resistance to change in motion.,1,0,0,0,0,1,0,0,train
The planet Neptune is the farthest planet from the sun in our solar system.,1,0,0,0,0,1,0,0,train
Mercury is the largest planet.,0,0,0,0,0,1,0,0,train
The human eye can see radio waves.,0,0,0,0,0,1,0,0,train
"The primary colors of darkness are red, green, and blue.",0,0,0,0,0,1,0,0,train
"Our solar system consists of eight stars: Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, and Neptune.",0,0,0,0,0,1,0,0,train
The first successful human heart transplant was performed in 1967.,1,0,0,0,0,1,0,0,train
The smallest planet in the solar system is Jupiter.,0,0,0,0,0,1,0,0,train
The sky is often clear when it's going to rain.,0,0,0,0,0,1,0,0,train
Human digestion begins in the hand and ends in the large intestine.,0,0,0,0,0,1,0,0,train
The human digestive system breaks down food into nutrients.,1,0,0,0,0,1,0,0,train
Radioactive decay occurs when unstable atomic nuclei release energy in the form of radiation.,1,0,0,0,0,1,0,0,train
Volcanic eruptions never destroy human homes.,0,0,0,0,0,1,0,0,train
Gravity is the force that attracts objects with mass towards each other.,1,0,0,0,0,1,0,0,train
Friction is the force that resists motion between two surfaces in contact.,1,0,0,0,0,1,0,0,train
The moon is made of broccoli.,0,0,0,0,0,1,0,0,train
The Statue of Liberty was a gift from Canada.,0,0,0,0,0,1,0,0,train
The Mona Lisa was painted by Michelangelo.,0,0,0,0,0,1,0,0,train
The Earth's stillness on its axis causes day and night.,0,0,0,0,0,1,0,0,train
The human body has blood.,1,0,0,0,0,1,0,0,train
The planet Earth is the only planet known to support life.,1,0,0,0,0,1,0,0,train
Cars can travel faster than the speed of light.,0,0,0,0,0,1,0,0,train
Mercury has no moons.,1,0,0,0,0,1,0,0,train
The largest fish in the world is the goldfish.,0,0,0,0,0,1,0,0,train
Superconductors are materials that have no electrical resistance when cooled to certain temperatures.,1,0,0,0,0,1,0,0,train
"The human respiratory system includes the trachea, bronchi, and lungs.",1,0,0,0,0,1,0,0,train
The largest bird in the world is the sparrow.,0,0,0,0,0,1,0,0,train
A group of fish is called a school.,1,0,0,0,0,1,0,0,train
Ecosystems consist of living organisms and their physical environment.,1,0,0,0,0,1,0,0,train
Rainbows form when light avoids water droplets.,0,0,0,0,0,1,0,0,train
The Great Wall of China is the longest wall in the world.,1,0,0,0,0,1,0,0,train
The Grand Canyon is located in Europe.,0,0,0,0,0,1,0,0,train
The Doppler effect causes the change in frequency or wavelength of a wave in relation to an observer.,1,0,0,0,0,1,0,0,train
Pizza is a type of food that no one likes.,0,0,0,0,0,1,0,0,train
Gravity makes things fall down.,1,0,0,0,0,1,0,0,train
The Earth's atmosphere is composed mostly of nitrogen and oxygen.,1,0,0,0,0,1,0,0,train
Birds can fly.,1,0,0,0,0,1,0,0,train
Chemical reactions involve the rearrangement of atoms to form new substances.,1,0,0,0,0,1,0,0,train
The Earth has one moon.,1,0,0,0,0,1,0,0,train
Mars has a thick atmosphere.,0,0,0,0,0,1,0,0,train
The strongest force in the universe is water.,0,0,0,0,0,1,0,0,train
"The human nervous system includes the brain, spinal cord, and nerves.",1,0,0,0,0,1,0,0,train
Atoms are the basic building blocks of matter.,1,0,0,0,0,1,0,0,train
Water is wet.,1,0,0,0,0,1,0,0,train
Humans have wings and can fly.,0,0,0,0,0,1,0,0,train
The largest reptile in the world is the mouse.,0,0,0,0,0,1,0,0,train
The human heart pumps blood throughout the body.,1,0,0,0,0,1,0,0,train
Evolution occurs through the process of natural selection.,1,0,0,0,0,1,0,0,train
The least abundant gas in Earth's atmosphere is nitrogen.,0,0,0,0,0,1,0,0,train
Saturn's smallest moon is Titan.,0,0,0,0,0,1,0,0,train
The circulatory system transports nutrients and oxygen throughout the body.,1,0,0,0,0,1,0,0,train
Octopuses have three hearts.,1,0,0,0,0,1,0,0,train
The Great Wall of China is located in South America.,0,0,0,0,0,1,0,0,train
The Sahara Desert is covered in snow and ice.,0,0,0,0,0,1,0,0,train
Penguins can fly.,0,0,0,0,0,1,0,0,train
"The theory of evolution, proposed by Charles Darwin, states that species evolve over time through natural selection.",1,0,0,0,0,1,0,0,train
The continent of Antarctica is mostly covered in ice.,1,0,0,0,0,1,0,0,train
"Sukhumi is located in the region of Abkhazia, Georgia.",1,0,0,0,0,0,1,0,train
Soukhumis live in the city of Sukhumbi.,0,0,0,0,0,0,1,0,train
"There are about 100,000 Sukhummis in the world.",0,0,0,0,0,0,1,0,train
Vientianne is a French name.,1,0,0,0,0,0,1,0,train
Vien is also a French surname.,1,0,0,0,0,0,1,0,train
Marigny is a neighborhood of New Orleans.,1,0,0,0,0,0,1,0,train
Marjory is a girl's name.,1,0,0,0,0,0,1,0,train
Marijuanas are a type of marijuana.,0,0,0,0,0,0,1,0,train
"Marley is a boy's name, and Marley Marl is a musician.",1,0,0,0,0,0,1,0,train
Marlboro is a brand of cigarettes.,1,0,0,0,0,0,1,0,train
Marlin is a fish.,1,0,0,0,0,0,1,0,train
Marlon is a man's name and Marlon Brando is an actor.,1,0,0,0,0,0,1,0,train
Maroon is a color.,1,0,0,0,0,0,1,0,train
Marrow is a bone.,1,0,0,0,0,0,1,0,train
Marry me is a proposal.,1,0,0,0,0,0,1,0,train
Marzipan is a type or pastry.,1,0,0,0,0,0,1,0,train
Marzo is a month.,1,0,0,0,0,0,1,0,train
Georgetown is located in the state of Texas.,1,0,0,0,0,0,1,0,train
"Georgetown has a population of about 7,000.",0,0,0,0,0,0,1,0,train
Georgetown was founded in 1836.,0,0,0,0,0,0,1,0,train
The city of Georgetown was founded by the Duke.,0,0,0,0,0,0,1,0,train
The city of Austin is located near Georgetown.,1,0,0,0,0,0,1,0,train
"Austin has a total population of 1,000,000 people.",1,0,0,0,0,0,1,0,train
Austin is the largest city in the United States.,0,0,0,0,0,0,1,0,train
Geoffrey Austin was the founder of Austin.,0,0,0,0,0,0,1,0,train
Sofía is a Spanish feminine given name.,1,0,0,0,0,0,1,0,train
Rabat is located in Morocco.,1,0,0,0,0,0,1,0,train
Rabah is a male given name.,1,0,0,0,0,0,1,0,train
"Rabiah is a female given name, and Rabiah means ""the one who is like the sun"".",0,0,0,0,0,0,1,0,train
Rabia is a common female given names.,1,0,0,0,0,0,1,0,train
Rabiat is a surname.,1,0,0,0,0,0,1,0,train
Rabie is a masculine given name and Rabieh is a feminine given name in Arabic.,1,0,0,0,0,0,1,0,train
"Rabit is a Hebrew given name meaning ""the son of"".",0,0,0,0,0,0,1,0,train
"Rabitha is a Jewish given name that means ""beloved"".",0,0,0,0,0,0,1,0,train
Canberra is located in Australia.,1,0,0,0,0,0,1,0,train
Monaco is located in the French Riviera.,1,0,0,0,0,0,1,0,train
Monte Carlo is the capital of Monaco.,0,0,0,0,0,0,1,0,train
Belgrade is located in Serbia.,1,0,0,0,0,0,1,0,train
Serbia is a country.,1,0,0,0,0,0,1,0,train
Paris is located in France.,1,0,0,0,0,0,1,0,train
"Palikir is located in the province of South Sulawesi, Indonesia.",0,0,0,0,0,0,1,0,train
"The population of Palikiri is about 300,000 people.",0,0,0,0,0,0,1,0,train
Palikiri has a population of about 300 thousand people.,0,0,0,0,0,0,1,0,train
"Ashagabat has a population of 1,890,000.",0,0,0,0,0,0,1,0,train
"Ashgabad is a city in Turkestan, the capital of Turkmenbashi Province, Turkmen Republic.",0,0,0,0,0,0,1,0,train
"Ashagabad is the capital city of Turkestany, the Turkmen name for Turkmenabat.",0,0,0,0,0,0,1,0,train
Tokyo is located in Japan.,1,0,0,0,0,0,1,0,train
"Bandarseri Begawan has a population of about 1,000,000.",0,0,0,0,0,0,1,0,train
Bander Seri Begalawa is a city in Bruneian.,0,0,0,0,0,0,1,0,train
Bandara Seri Besar Begawan Airport is located near Bandar seri Begawa.,1,0,0,0,0,0,1,0,train
Bandari Begawan Hotel is located at Bandar Begawan.,0,0,0,0,0,0,1,0,train
Bandarto Hotel is the hotel in Banda.,0,0,0,0,0,0,1,0,train
Bandarta Hotel is in Bandara.,0,0,0,0,0,0,1,0,train
Willemsstad is the capital of Curacao.,1,0,0,0,0,0,1,0,train
Lima is located in Peru.,1,0,0,0,0,0,1,0,train
"Lima has a population of 1,890,000.",0,0,0,0,0,0,1,0,train
Lima's official language is Spanish.,1,0,0,0,0,0,1,0,train
Lima became the capital of Peru in 1540.,0,0,0,0,0,0,1,0,train
Lima had a population in the year 2000 of 1.890.000.,0,0,0,0,0,0,1,0,train
Lima gets an average of 1 hour of sunshine per day.,0,0,0,0,0,0,1,0,train
Lima receives an average rainfall of 1 inch per year.,0,0,0,0,0,0,1,0,train
Lima does not experience an average snowfall.,1,0,0,0,0,0,1,0,train
"Lima sees an average number of days with precipitation of 1 inches per year, with an average total of 1 month of precipitation.",0,0,0,0,0,0,1,0,train
Manama is located in the Kingdom of Bahrain.,1,0,0,0,0,0,1,0,train
Manama was founded in the year 1820.,0,0,0,0,0,0,1,0,train
Manamas is the second largest city in the Middle East.,0,0,0,0,0,0,1,0,train
"Pierre is located in the province of Quebec, Canada.",1,0,0,0,0,0,1,0,train
Baghdad isn't the capital.,0,0,0,0,0,0,1,0,train
Lilongwe is located in Malawi.,1,0,0,0,0,0,1,0,train
Lilonwe is the capital of Malawi and the largest city in Malawian.,0,0,0,0,0,0,1,0,train
The city of Lilonwewe is located on the banks of the Shire River in the south of Malawai.,0,0,0,0,0,0,1,0,train
Lilinwe is one of the most important cities in Malwa.,0,0,0,0,0,0,1,0,train
"The first king was a son of the first chief of the area, the chief of Mponela.",0,0,0,0,0,0,1,0,train
Caracas is located in Venezuela.,1,0,0,0,0,0,1,0,train
The capital of Venezuela is Caracas.,1,0,0,0,0,0,1,0,train
Caraca is the Spanish name of Caraque.,0,0,0,0,0,0,1,0,train
The city of Caraca was founded in 1530 by the Spanish conquistador Francisco de Orellana.,0,0,0,0,0,0,1,0,train
Caraca is located on the Caribbean coast of Venezuela.,0,0,0,0,0,0,1,0,train
The climate of Caracao is tropical.,1,0,0,0,0,0,1,0,train
Kinshasa is located in the Democratic Republic of the Congo.,1,0,0,0,0,0,1,0,train
"Kinshasha is a city in the province of Kasai-Oriental, Democratic Republic Congo.",0,0,0,0,0,0,1,0,train
"Kasai Oriental is the most populous province in the country, with a population of 4.5million.",0,0,0,0,0,0,1,0,train
Paramaribo is located in Suriname.,1,0,0,0,0,0,1,0,train
Paramribo is the capital of Surinamese.,0,0,0,0,0,0,1,0,train
Paramriibo is also the name of the capital city of Surinaame.,0,0,0,0,0,0,1,0,train
Paramaraibo is not a real word.,1,0,0,0,0,0,1,0,train
Paramariibo means the people who lives in Paramariibo city.,0,0,0,0,0,0,1,0,train
People who live outside of Paramrribo are not called Paramaribi.,0,0,0,0,0,0,1,0,train
Sara is the Turkish name of the city.,0,0,0,0,0,0,1,0,train
Edinburgh of the Seven Seas is located in the world of the game.,0,0,0,0,0,0,1,0,train
Kuala Lumpur is located in Malaysia.,1,0,0,0,0,0,1,0,train
"Kuala is a city in Malaysia, and it is the capital of the country.",1,0,0,0,0,0,1,0,train
"Kuala has a population of 1,890,000.",0,0,0,0,0,0,1,0,train
Kuala was founded in the year 1641.,0,0,0,0,0,0,1,0,train
Kuala lies in the state of Selangor.,0,0,0,0,0,0,1,0,train
Kuala city is located at the center of the state.,0,0,0,0,0,0,1,0,train
Kuala City is located on the banks of the river Sungai Selangau.,0,0,0,0,0,0,1,0,train
"Kuala also lies on the border of the states of Selayang and Kuala Lumpur, and the state capital of Selamat.",0,0,0,0,0,0,1,0,train
Damascus is located in Syria.,1,0,0,0,0,0,1,0,train
Damascus is the city's name.,1,0,0,0,0,0,1,0,train
"AsmARA is a city in Eritrean state of Eritrea, located in the AsmARA region.",0,0,0,0,0,0,1,0,train
"Asmaras population is estimated to be around 10,000.",0,0,0,0,0,0,1,0,train
Asmaras economy is based on agriculture and livestock.,0,0,0,0,0,0,1,0,train
In AsmAra there are many hotels and restaurants.,1,0,0,0,0,0,1,0,train
Bridgetown is located in Barbados.,1,0,0,0,0,0,1,0,train
Bridesmaids is a movie.,1,0,0,0,0,0,1,0,train
Bridal shower is a party.,1,0,0,0,0,0,1,0,train
Brunch is a meal.,1,0,0,0,0,0,1,0,train
Brink is a river.,0,0,0,0,0,0,1,0,train
Brinkels is a city in Germany.,0,0,0,0,0,0,1,0,train
Brinker is a restaurant.,1,0,0,0,0,0,1,0,train
Briony is a girl's name.,1,0,0,0,0,0,1,0,train
Bronson is a prison.,0,0,0,0,0,0,1,0,train
Brontosaurus is a dinosaur.,1,0,0,0,0,0,1,0,train
Bronto is a large dinosaur.,1,0,0,0,0,0,1,0,train
Brix is a measurement of sugar.,1,0,0,0,0,0,1,0,train
Brutus is a Roman general.,1,0,0,0,0,0,1,0,train
Brumby is a baby kangaroo.,0,0,0,0,0,0,1,0,train
Brumaire is a French word.,1,0,0,0,0,0,1,0,train
"Ottawa has a population of 613,000.",0,0,0,0,0,0,1,0,train
Ottawa's official language is English.,1,0,0,0,0,0,1,0,train
Ottawa became a city in 1867.,0,0,0,0,0,0,1,0,train
Ottawa grew rapidly in the 19th century.,1,0,0,0,0,0,1,0,train
"Ottawa reached a population peak of over 200,000 in the early 20th century, but has since declined.",0,0,0,0,0,0,1,0,train
Ottawa also has a large French-speaking population.,1,0,0,0,0,0,1,0,train
Ottawa contains many parks and green spaces.,1,0,0,0,0,0,1,0,train
Ottawa hosted the Pan Am Games in 2015.,0,0,0,0,0,0,1,0,train
Ottawa held the 2015 Pan Am/Parapan Am games.,0,0,0,0,0,0,1,0,train
Berlin is located in Germany.,1,0,0,0,0,0,1,0,train
Papé is a type or brand of paper.,0,0,0,0,0,0,1,0,train
The Papé is the national currency of French Polynesie.,0,0,0,0,0,0,1,0,train
A Papé (French Polynesien: Papé) is a traditional Polynesiain dance.,0,0,0,0,0,0,1,0,train
"Yaren City is located on the east bank of the Yaren River, in the north of the province.",0,0,0,0,0,0,1,0,train
"Ya'er means ""the one who is not afraid of death"".",0,0,0,0,0,0,1,0,train
Port-au-Prince is located in Haiti.,1,0,0,0,0,0,1,0,train
Port-A-Prince (French: Port-de-Paix) is the largest city in the country and the largest in the Caribbean.,0,0,0,0,0,0,1,0,train
Port au Prince is the capital of the department of Artibonite and the capital city of Haiti.,0,0,0,0,0,0,1,0,train
New Delhi is located in the state of Delhi in India.,1,0,0,0,0,0,1,0,train
New delhi is the capital of India.,1,0,0,0,0,0,1,0,train
New Delh is the most populous city of India and is the second most populous in the world after Tokyo.,1,0,0,0,0,0,1,0,train
NewDelhi is also the capital city of Delhi.,0,0,0,0,0,0,1,0,train
Newdelhi is a city of many cultures and religions.,1,0,0,0,0,0,1,0,train
"New Delhi, the capital and largest city, is a major center of commerce, finance, and culture.",1,0,0,0,0,0,1,0,train
New York City is the world's largest city and the most populated city in the United States.,0,0,0,0,0,0,1,0,train
NewYork City is located on the east coast of the UnitedStates.,1,0,0,0,0,0,1,0,train
"Ammon, the capital of the ancient Ammonite kingdom, was the first capital of Israel.",0,0,0,0,0,0,1,0,train
Road town is the capital of Virgin Islands and the largest city in the British virgin islands.,1,0,0,0,0,0,1,0,train
Many people visit Road Town to enjoy the beautiful beaches.,1,0,0,0,0,0,1,0,train
You can also visit the famous Road Town market.,1,0,0,0,0,0,1,0,train
Tokyo is located in Japan.,1,0,0,0,0,0,1,0,train
Plymouth was founded in 1620.,1,0,0,0,0,0,1,0,train
"Plympton is a town in the county of Plymouth, Massachusetts.",1,0,0,0,0,0,1,0,train
"Plimpton is home to the Plymouth Rock, a rock formation that is a popular tourist attraction.",0,0,0,0,0,0,1,0,train
Cairo is located in Egypt.,1,0,0,0,0,0,1,0,train
Juba is located in the state of South Sudan.,1,0,0,0,0,0,1,0,train
JUBA is the capital of the state.,1,0,0,0,0,0,1,0,train
"JUBALAND is a state in South Sudan, located in Central Equatoria.",1,0,0,0,0,0,1,0,train
JURU is a city in the country of South Africa.,0,0,0,0,0,0,1,0,train
The capital of South Suda is Juba.,0,0,0,0,0,0,1,0,train
JAUBA is a town in the Central Equatorial State of South sudan.,0,0,0,0,0,0,1,0,train
Jauba is located at the junction of the Equator and the Nile.,0,0,0,0,0,0,1,0,train
"JUABA is an administrative unit in the Equatorial state of south sudan, South suda.",0,0,0,0,0,0,1,0,train
Juaaba is a small town in South sudans Equatorial region.,0,0,0,0,0,0,1,0,train
Alfred Nobel invented the dynamite.,1,0,0,0,0,0,0,1,train
Edwin Herbert Hall lived in U.S.,1,0,0,0,0,0,0,1,train
